Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode,Schedule
,,35.0,2.4285714285714284,,37.0,36.0,,,,36.0,,37.0,38.0,,,36.0,,2021-03-01,36.0,38.0,,,,36.0,36.0,36.0,NBA,36.0,,35.0,36.0,35.0,35.0,36.0,,,,,36.0,,36.0,,36.0,36.0,,36.0,,36.0,,35.0,36.0,35.0,,Planned,,,,35.0,36.0,,,,37.0,,2,38,36,Planned
,,36.0,2.571428571428572,,38.0,36.0,,,,36.0,,37.0,38.0,,,36.0,,2021-03-02,37.0,39.0,,,,36.0,36.0,36.0,NBA,37.0,,36.0,37.0,36.0,36.0,36.0,,,,,36.0,,37.0,,36.0,36.0,,36.0,,37.0,,35.0,36.0,36.0,,Planned,,,,36.0,36.0,,,,38.0,,3,39,36,Planned
,,37.0,2.4285714285714284,,38.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-03,37.0,39.0,,,,37.0,37.0,37.0,NBA,37.0,,37.0,37.0,36.0,36.0,37.0,,,,,37.0,,37.0,,37.0,37.0,,37.0,,37.0,,36.0,37.0,36.0,,Planned,,,,36.0,37.0,,,,38.0,,2,39,37,Planned
,,37.0,2.571428571428572,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-04,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,2.571428571428572,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-05,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,2.7142857142857144,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-06,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,2.7142857142857144,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-07,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,2.857142857142857,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-08,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,2.857142857142857,,39.0,37.0,,,,37.0,,38.0,39.0,,,37.0,,2021-03-09,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,38.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,37.0,,Planned,,,,37.0,37.0,,,,39.0,,3,40,37,Planned
,,37.0,3.0,,39.0,37.0,,,,37.0,,38.0,39.0,,,38.0,,2021-03-10,38.0,40.0,,,,37.0,37.0,38.0,NBA,38.0,,37.0,39.0,37.0,37.0,37.0,,,,,38.0,,38.0,,38.0,37.0,,37.0,,37.0,,37.0,38.0,38.0,,Planned,,,,37.0,37.0,,,,40.0,,3,40,37,Planned
,,38.0,3.0,,40.0,38.0,,,,38.0,,39.0,39.0,,,39.0,,2021-03-11,38.0,41.0,,,,38.0,38.0,38.0,NBA,39.0,,37.0,39.0,38.0,38.0,38.0,,,,,39.0,,39.0,,39.0,38.0,,38.0,,38.0,,38.0,39.0,38.0,,Planned,,,,38.0,37.0,,,,40.0,,3,41,38,Planned
,,38.0,2.857142857142857,,40.0,38.0,,,,38.0,,40.0,40.0,,,39.0,,2021-03-12,39.0,41.0,,,,38.0,39.0,39.0,NBA,39.0,,38.0,40.0,39.0,38.0,38.0,,,,,40.0,,39.0,,39.0,39.0,,39.0,,38.0,,38.0,39.0,39.0,,Planned,,,,38.0,38.0,,,,41.0,,2,41,39,Planned
,,39.0,2.857142857142857,,40.0,39.0,,,,39.0,,40.0,40.0,,,40.0,,2021-03-13,40.0,42.0,,,,38.0,39.0,39.0,NBA,39.0,,38.0,40.0,39.0,39.0,39.0,,,,,40.0,,40.0,,40.0,39.0,,39.0,,38.0,,39.0,40.0,39.0,,Planned,,,,39.0,38.0,,,,42.0,,3,42,39,Planned
,,40.0,2.7142857142857144,,41.0,39.0,,,,39.0,,41.0,41.0,,,40.0,,2021-03-14,40.0,42.0,,,,39.0,40.0,39.0,NBA,40.0,,38.0,41.0,40.0,39.0,40.0,,,,,41.0,,40.0,,41.0,40.0,,40.0,,38.0,,40.0,40.0,40.0,,Planned,,,,40.0,39.0,,,,42.0,,2,42,40,Planned
,,40.0,2.7142857142857144,,41.0,40.0,,,,40.0,,41.0,41.0,,,41.0,,2021-03-15,41.0,42.0,,,,40.0,40.0,40.0,NBA,41.0,,39.0,42.0,40.0,40.0,40.0,,,,,41.0,,41.0,,41.0,40.0,,40.0,,39.0,,40.0,41.0,40.0,,Planned,,,,40.0,39.0,,,,43.0,,3,43,40,Planned
,,41.0,2.2857142857142856,,42.0,40.0,,,,40.0,,42.0,42.0,,,41.0,,2021-03-16,41.0,42.0,,,,40.0,41.0,40.0,NBA,41.0,,40.0,42.0,41.0,40.0,41.0,,,,,42.0,,42.0,,42.0,40.0,,41.0,,39.0,,41.0,41.0,40.0,,Planned,,,,40.0,40.0,,,,43.0,,0,43,43,Planned
,,41.0,1.8571428571428568,,43.0,41.0,,,,41.0,,43.0,43.0,,,42.0,,2021-03-17,42.0,43.0,,,,41.0,42.0,41.0,NBA,42.0,,40.0,43.0,42.0,41.0,41.0,,,,,42.0,,42.0,,42.0,40.0,,42.0,,39.0,,41.0,42.0,41.0,,Planned,,,,41.0,40.0,,,,44.0,,0,44,44,Planned
,,42.0,1.7142857142857142,,43.0,41.0,,,,42.0,,43.0,43.0,,,42.0,,2021-03-18,42.0,43.0,,,,41.0,42.0,41.0,NBA,42.0,,41.0,43.0,42.0,41.0,42.0,,,,,43.0,,43.0,,43.0,41.0,,42.0,,40.0,,42.0,42.0,41.0,,Planned,,,,41.0,40.0,,,,44.0,,2,44,42,Planned
,,42.0,1.5714285714285714,,44.0,42.0,,,,42.0,,44.0,43.0,,,43.0,,2021-03-19,43.0,44.0,,,,42.0,43.0,42.0,NBA,42.0,,41.0,44.0,43.0,41.0,43.0,,,,,43.0,,43.0,,43.0,42.0,,42.0,,41.0,,43.0,43.0,41.0,,Planned,,,,42.0,41.0,,,,44.0,,1,44,43,Planned
,,43.0,1.4285714285714286,,44.0,42.0,,,,43.0,,44.0,43.0,,,43.0,,2021-03-20,43.0,44.0,,,,43.0,43.0,42.0,NBA,43.0,,42.0,45.0,43.0,42.0,43.0,,,,,43.0,,43.0,,43.0,42.0,,43.0,,41.0,,43.0,44.0,42.0,,Planned,,,,42.0,41.0,,,,44.0,,2,45,43,Planned
,,43.0,1.4285714285714286,,44.0,43.0,,,,43.0,,45.0,44.0,,,44.0,,2021-03-21,44.0,45.0,,,,43.0,43.0,43.0,NBA,43.0,,43.0,45.0,44.0,42.0,43.0,,,,,44.0,,44.0,,43.0,42.0,,44.0,,42.0,,44.0,44.0,42.0,,Planned,,,,43.0,41.0,,,,45.0,,2,45,43,Planned
,,44.0,1.2857142857142858,,45.0,43.0,,,,44.0,,46.0,45.0,,,44.0,,2021-03-22,44.0,45.0,,,,43.0,44.0,44.0,NBA,44.0,,43.0,46.0,44.0,43.0,44.0,,,,,44.0,,44.0,,44.0,42.0,,44.0,,42.0,,44.0,45.0,43.0,,Planned,,,,44.0,42.0,,,,45.0,,2,46,44,Planned
,,44.0,1.5714285714285714,,45.0,44.0,,,,44.0,,46.0,45.0,,,44.0,,2021-03-23,45.0,45.0,,,,44.0,44.0,44.0,NBA,44.0,,44.0,46.0,45.0,43.0,44.0,,,,,45.0,,45.0,,44.0,43.0,,45.0,,43.0,,45.0,45.0,43.0,,Planned,,,,44.0,42.0,,,,46.0,,2,46,44,Planned
,,45.0,1.8571428571428568,,46.0,45.0,,,,45.0,,47.0,46.0,,,45.0,,2021-03-24,46.0,46.0,,,,44.0,45.0,45.0,NBA,45.0,,44.0,47.0,45.0,44.0,45.0,,,,,45.0,,45.0,,45.0,44.0,,45.0,,44.0,,45.0,46.0,44.0,,Planned,,,,45.0,43.0,,,,46.0,,2,47,45,Planned
,,45.0,1.8571428571428568,,46.0,45.0,,,,45.0,,47.0,46.0,,,45.0,,2021-03-25,46.0,46.0,,,,45.0,45.0,45.0,NBA,46.0,,45.0,47.0,46.0,44.0,45.0,,,,,45.0,,46.0,,45.0,44.0,,46.0,,44.0,,46.0,47.0,45.0,,Planned,,,,45.0,43.0,,,,47.0,,2,47,45,Planned
,,46.0,2.0,,47.0,46.0,,,,46.0,,47.0,47.0,,,46.0,,2021-03-26,47.0,47.0,,,,46.0,46.0,46.0,NBA,46.0,,46.0,48.0,47.0,45.0,46.0,,,,,46.0,,46.0,,45.0,45.0,,46.0,,45.0,,47.0,47.0,45.0,,Planned,,,,46.0,44.0,,,,47.0,,2,48,46,Planned
,,46.0,1.7142857142857142,,48.0,46.0,,,,46.0,,48.0,48.0,,,47.0,,2021-03-27,47.0,48.0,,,,46.0,47.0,46.0,NBA,47.0,,46.0,49.0,47.0,46.0,47.0,,,,,47.0,,47.0,,46.0,45.0,,47.0,,45.0,,47.0,48.0,46.0,,Planned,,,,46.0,45.0,,,,48.0,,0,49,49,Planned
,,47.0,1.7142857142857142,,48.0,46.0,,,,47.0,,48.0,48.0,,,47.0,,2021-03-28,48.0,48.0,,,,46.0,47.0,46.0,NBA,47.0,,47.0,49.0,47.0,46.0,47.0,,,,,47.0,,47.0,,46.0,46.0,,47.0,,46.0,,48.0,48.0,46.0,,Planned,,,,47.0,45.0,,,,48.0,,2,49,47,Planned
,,47.0,1.4285714285714286,,49.0,47.0,,,,47.0,,49.0,49.0,,,48.0,,2021-03-29,48.0,49.0,,,,47.0,48.0,47.0,NBA,48.0,,47.0,50.0,48.0,47.0,48.0,,,,,48.0,,48.0,,47.0,46.0,,47.0,,46.0,,48.0,49.0,47.0,,Planned,,,,48.0,46.0,,,,49.0,,0,50,50,Planned
,,47.0,1.4285714285714286,,49.0,47.0,,,,48.0,,49.0,49.0,,,48.0,,2021-03-30,49.0,49.0,,,,47.0,48.0,47.0,NBA,49.0,,47.0,50.0,48.0,47.0,48.0,,,,,48.0,,48.0,,47.0,47.0,,48.0,,46.0,,48.0,49.0,47.0,,Planned,,,,48.0,46.0,,,,50.0,,2,50,48,Planned
,,47.0,1.4285714285714286,,50.0,48.0,,,,48.0,,50.0,49.0,,,49.0,,2021-03-31,49.0,50.0,,,,47.0,49.0,48.0,NBA,49.0,,48.0,51.0,49.0,48.0,49.0,,,,,48.0,,49.0,,48.0,47.0,,48.0,,47.0,,49.0,50.0,48.0,,Planned,,,,49.0,47.0,,,,50.0,,2,51,49,Planned
,,48.0,1.4285714285714286,,50.0,49.0,,,,49.0,,50.0,50.0,,,49.0,,2021-04-01,50.0,50.0,,,,48.0,49.0,48.0,NBA,50.0,,48.0,51.0,50.0,48.0,49.0,,,,,49.0,,49.0,,48.0,48.0,,49.0,,47.0,,49.0,50.0,49.0,,Planned,,,,49.0,47.0,,,,50.0,,2,51,49,Planned
,,49.0,1.4285714285714286,,51.0,49.0,,,,50.0,,51.0,50.0,,,50.0,,2021-04-02,50.0,50.0,,,,49.0,50.0,49.0,NBA,50.0,,49.0,52.0,50.0,49.0,50.0,,,,,50.0,,50.0,,49.0,48.0,,49.0,,48.0,,50.0,51.0,49.0,,Planned,,,,50.0,48.0,,,,50.0,,2,52,50,Planned
,,49.0,1.7142857142857142,,51.0,49.0,,,,50.0,,51.0,51.0,,,51.0,,2021-04-03,50.0,51.0,,,,49.0,50.0,50.0,NBA,50.0,,49.0,52.0,51.0,50.0,51.0,,,,,50.0,,51.0,,50.0,49.0,,50.0,,48.0,,51.0,52.0,50.0,,Planned,,,,50.0,49.0,,,,51.0,,2,52,50,Planned
,,50.0,1.7142857142857142,,52.0,50.0,,,,51.0,,52.0,51.0,,,51.0,,2021-04-04,51.0,51.0,,,,50.0,51.0,50.0,NBA,51.0,,50.0,53.0,51.0,50.0,51.0,,,,,51.0,,51.0,,50.0,50.0,,51.0,,48.0,,51.0,52.0,50.0,,Planned,,,,50.0,49.0,,,,51.0,,2,53,51,Planned
,,50.0,2.0,,52.0,51.0,,,,51.0,,52.0,52.0,,,52.0,,2021-04-05,51.0,52.0,,,,50.0,52.0,50.0,NBA,51.0,,50.0,53.0,51.0,50.0,52.0,,,,,51.0,,52.0,,51.0,50.0,,51.0,,49.0,,51.0,53.0,51.0,,Planned,,,,51.0,50.0,,,,52.0,,2,53,51,Planned
,,51.0,2.0,,53.0,51.0,,,,51.0,,53.0,52.0,,,52.0,,2021-04-06,51.0,52.0,,,,51.0,52.0,51.0,NBA,52.0,,51.0,54.0,52.0,51.0,52.0,,,,,52.0,,52.0,,51.0,50.0,,52.0,,49.0,,52.0,53.0,51.0,,Planned,,,,52.0,50.0,,,,52.0,,2,54,52,Planned
,,52.0,2.142857142857143,,54.0,52.0,,,,52.0,,53.0,52.0,,,52.0,,2021-04-07,52.0,52.0,,,,51.0,52.0,52.0,NBA,52.0,,51.0,55.0,52.0,51.0,53.0,,,,,53.0,,53.0,,52.0,51.0,,52.0,,50.0,,52.0,53.0,52.0,,Planned,,,,52.0,51.0,,,,53.0,,3,55,52,Planned
,,52.0,1.8571428571428568,,54.0,52.0,,,,52.0,,53.0,53.0,,,53.0,,2021-04-08,52.0,53.0,,,,51.0,52.0,52.0,NBA,53.0,,52.0,55.0,53.0,52.0,53.0,,,,,53.0,,53.0,,53.0,51.0,,52.0,,51.0,,53.0,54.0,52.0,,Planned,,,,52.0,52.0,,,,53.0,,0,55,55,Planned
,,53.0,2.0,,55.0,52.0,,,,53.0,,54.0,53.0,,,53.0,,2021-04-09,53.0,53.0,,,,52.0,53.0,53.0,NBA,54.0,,52.0,56.0,53.0,53.0,54.0,,,,,54.0,,54.0,,53.0,52.0,,53.0,,51.0,,53.0,54.0,53.0,,Planned,,,,52.0,52.0,,,,54.0,,3,56,53,Planned
,,53.0,2.142857142857143,,55.0,53.0,,,,53.0,,54.0,54.0,,,53.0,,2021-04-10,53.0,54.0,,,,53.0,54.0,53.0,NBA,54.0,,53.0,56.0,53.0,53.0,54.0,,,,,54.0,,54.0,,53.0,52.0,,53.0,,52.0,,54.0,55.0,53.0,,Planned,,,,53.0,53.0,,,,55.0,,3,56,53,Planned
,,54.0,1.8571428571428568,,56.0,53.0,,,,54.0,,55.0,55.0,,,54.0,,2021-04-11,54.0,55.0,,,,53.0,54.0,54.0,NBA,55.0,,53.0,57.0,54.0,54.0,55.0,,,,,55.0,,55.0,,53.0,53.0,,53.0,,52.0,,55.0,55.0,54.0,,Planned,,,,54.0,53.0,,,,55.0,,0,57,57,Planned
,,54.0,2.0,,56.0,54.0,,,,54.0,,55.0,55.0,,,55.0,,2021-04-12,55.0,55.0,,,,54.0,55.0,54.0,NBA,55.0,,54.0,57.0,54.0,54.0,56.0,,,,,56.0,,56.0,,53.0,54.0,,54.0,,53.0,,55.0,56.0,55.0,,Planned,,,,54.0,54.0,,,,56.0,,3,57,54,Planned
,,55.0,2.0,,57.0,54.0,,,,55.0,,55.0,55.0,,,55.0,,2021-04-13,55.0,55.0,,,,54.0,55.0,55.0,NBA,56.0,,55.0,57.0,55.0,54.0,56.0,,,,,56.0,,56.0,,54.0,54.0,,54.0,,54.0,,56.0,56.0,55.0,,Planned,,,,55.0,55.0,,,,56.0,,2,57,55,Planned
,,55.0,2.0,,57.0,55.0,,,,56.0,,56.0,56.0,,,56.0,,2021-04-14,56.0,56.0,,,,55.0,55.0,55.0,NBA,57.0,,55.0,58.0,56.0,55.0,57.0,,,,,57.0,,57.0,,55.0,55.0,,55.0,,54.0,,56.0,57.0,56.0,,Planned,,,,56.0,55.0,,,,57.0,,3,58,55,Planned
,,56.0,2.2857142857142856,,58.0,55.0,,,,56.0,,56.0,57.0,,,56.0,,2021-04-15,56.0,56.0,,,,56.0,55.0,55.0,NBA,57.0,,56.0,58.0,56.0,56.0,57.0,,,,,57.0,,57.0,,55.0,55.0,,55.0,,55.0,,56.0,58.0,56.0,,Planned,,,,56.0,55.0,,,,57.0,,2,58,56,Planned
,,56.0,2.2857142857142856,,58.0,56.0,,,,57.0,,57.0,57.0,,,57.0,,2021-04-16,57.0,57.0,,,,56.0,56.0,56.0,NBA,58.0,,56.0,59.0,57.0,56.0,58.0,,,,,58.0,,58.0,,56.0,56.0,,56.0,,55.0,,57.0,58.0,57.0,,Planned,,,,57.0,56.0,,,,58.0,,3,59,56,Planned
,,56.0,2.2857142857142856,,59.0,56.0,,,,57.0,,58.0,58.0,,,57.0,,2021-04-17,57.0,58.0,,,,57.0,56.0,56.0,NBA,58.0,,57.0,60.0,57.0,57.0,58.0,,,,,58.0,,58.0,,56.0,56.0,,56.0,,56.0,,57.0,58.0,58.0,,Planned,,,,57.0,57.0,,,,59.0,,3,60,57,Planned
,,57.0,2.7142857142857144,,59.0,57.0,,,,58.0,,58.0,58.0,,,58.0,,2021-04-18,57.0,58.0,,,,57.0,57.0,57.0,NBA,59.0,,57.0,60.0,58.0,57.0,59.0,,,,,59.0,,59.0,,57.0,57.0,,56.0,,56.0,,58.0,59.0,58.0,,Planned,,,,58.0,57.0,,,,59.0,,3,60,57,Planned
,,57.0,2.7142857142857144,,60.0,57.0,,,,58.0,,59.0,59.0,,,58.0,,2021-04-19,58.0,59.0,,,,58.0,58.0,57.0,NBA,59.0,,58.0,61.0,59.0,58.0,59.0,,,,,59.0,,59.0,,58.0,57.0,,57.0,,57.0,,58.0,59.0,58.0,,Planned,,,,58.0,58.0,,,,60.0,,3,61,58,Planned
,,58.0,2.857142857142857,,60.0,58.0,,,,59.0,,59.0,59.0,,,58.0,,2021-04-20,58.0,59.0,,,,58.0,58.0,57.0,NBA,60.0,,58.0,61.0,59.0,58.0,60.0,,,,,60.0,,60.0,,58.0,58.0,,57.0,,57.0,,59.0,60.0,58.0,,Planned,,,,58.0,58.0,,,,60.0,,3,61,58,Planned
,,59.0,2.857142857142857,,60.0,59.0,,,,59.0,,60.0,60.0,,,58.0,,2021-04-21,59.0,59.0,,,,59.0,59.0,58.0,NBA,61.0,,58.0,62.0,60.0,58.0,61.0,,,,,60.0,,61.0,,59.0,58.0,,58.0,,58.0,,60.0,61.0,59.0,,Planned,,,,59.0,59.0,,,,61.0,,3,62,59,Planned
,,59.0,3.0,,61.0,59.0,,,,60.0,,61.0,60.0,,,59.0,,2021-04-22,59.0,60.0,,,,59.0,59.0,58.0,NBA,61.0,,59.0,62.0,60.0,59.0,61.0,,,,,61.0,,61.0,,59.0,59.0,,59.0,,59.0,,60.0,61.0,60.0,,Planned,,,,59.0,59.0,,,,61.0,,3,62,59,Planned
,,60.0,2.857142857142857,,62.0,60.0,,,,61.0,,61.0,61.0,,,59.0,,2021-04-23,60.0,60.0,,,,60.0,60.0,58.0,NBA,62.0,,59.0,62.0,61.0,59.0,61.0,,,,,61.0,,61.0,,60.0,59.0,,59.0,,59.0,,60.0,61.0,60.0,,Planned,,,,59.0,59.0,,,,62.0,,2,62,60,Planned
,,60.0,2.7142857142857144,,62.0,60.0,,,,61.0,,62.0,61.0,,,60.0,,2021-04-24,61.0,61.0,,,,60.0,61.0,59.0,NBA,62.0,,60.0,62.0,62.0,60.0,62.0,,,,,61.0,,62.0,,60.0,59.0,,60.0,,59.0,,60.0,61.0,60.0,,Planned,,,,60.0,60.0,,,,62.0,,2,62,60,Planned
,,61.0,2.7142857142857144,,63.0,61.0,,,,62.0,,62.0,61.0,,,60.0,,2021-04-25,61.0,61.0,,,,61.0,61.0,60.0,NBA,62.0,,60.0,62.0,62.0,61.0,62.0,,,,,61.0,,62.0,,60.0,60.0,,60.0,,60.0,,60.0,62.0,60.0,,Planned,,,,60.0,60.0,,,,62.0,,3,63,60,Planned
,,62.0,2.571428571428572,,63.0,61.0,,,,62.0,,63.0,62.0,,,61.0,,2021-04-26,62.0,62.0,,,,61.0,61.0,60.0,NBA,63.0,,61.0,63.0,63.0,61.0,63.0,,,,,62.0,,63.0,,61.0,61.0,,61.0,,61.0,,60.0,63.0,61.0,,Planned,,,,61.0,61.0,,,,63.0,,2,63,61,Planned
,,62.0,2.4285714285714284,,64.0,62.0,,,,63.0,,63.0,62.0,,,62.0,,2021-04-27,62.0,62.0,,,,62.0,62.0,61.0,NBA,63.0,,61.0,63.0,63.0,62.0,64.0,,,,,62.0,,63.0,,62.0,61.0,,61.0,,61.0,,61.0,63.0,61.0,,Planned,,,,62.0,61.0,,,,63.0,,2,64,62,Planned
,,63.0,2.4285714285714284,,65.0,62.0,,,,64.0,,64.0,63.0,,,62.0,,2021-04-28,63.0,62.0,,,,62.0,62.0,61.0,NBA,64.0,,62.0,64.0,64.0,62.0,64.0,,,,,63.0,,64.0,,62.0,62.0,,62.0,,62.0,,62.0,64.0,62.0,,Planned,,,,62.0,62.0,,,,64.0,,3,65,62,Planned
,,63.0,2.0,,65.0,63.0,,,,64.0,,64.0,63.0,,,63.0,,2021-04-29,64.0,63.0,,,,63.0,63.0,62.0,NBA,64.0,,62.0,64.0,64.0,63.0,65.0,,,,,64.0,,64.0,,63.0,62.0,,62.0,,62.0,,62.0,64.0,62.0,,Planned,,,,63.0,62.0,,,,64.0,,0,65,65,Planned
,,64.0,2.142857142857143,,66.0,64.0,,,,64.0,,65.0,64.0,,,63.0,,2021-04-30,64.0,63.0,,,,63.0,63.0,62.0,NBA,64.0,,63.0,65.0,64.0,64.0,65.0,,,,,64.0,,64.0,,63.0,63.0,,63.0,,63.0,,63.0,65.0,63.0,,Planned,,,,63.0,63.0,,,,65.0,,3,66,63,Planned
,,65.0,2.142857142857143,,66.0,64.0,,,,65.0,,66.0,65.0,,,64.0,,2021-05-01,65.0,64.0,,,,64.0,64.0,63.0,NBA,65.0,,63.0,66.0,65.0,64.0,66.0,,,,,65.0,,64.0,,64.0,64.0,,63.0,,63.0,,63.0,65.0,63.0,,Planned,,,,64.0,64.0,,,,66.0,,2,66,64,Planned
,,65.0,2.0,,67.0,65.0,,,,66.0,,66.0,65.0,,,65.0,,2021-05-02,65.0,64.0,,,,64.0,65.0,63.0,NBA,65.0,,64.0,66.0,66.0,65.0,66.0,,,,,65.0,,65.0,,65.0,64.0,,64.0,,64.0,,64.0,66.0,64.0,,Planned,,,,65.0,64.0,,,,66.0,,2,67,65,Planned
,,66.0,2.0,,67.0,65.0,,,,66.0,,67.0,65.0,,,65.0,,2021-05-03,66.0,65.0,,,,65.0,65.0,64.0,NBA,65.0,,65.0,67.0,66.0,65.0,66.0,,,,,66.0,,66.0,,65.0,65.0,,65.0,,64.0,,65.0,66.0,65.0,,Planned,,,,65.0,65.0,,,,67.0,,2,67,65,Planned
,,66.0,1.8571428571428568,,67.0,66.0,,,,67.0,,67.0,66.0,,,66.0,,2021-05-04,66.0,66.0,,,,66.0,65.0,64.0,NBA,66.0,,65.0,67.0,67.0,66.0,66.0,,,,,67.0,,66.0,,66.0,65.0,,65.0,,65.0,,65.0,67.0,65.0,,Planned,,,,66.0,65.0,,,,67.0,,1,67,66,Planned
,,67.0,1.7142857142857142,,68.0,66.0,,,,67.0,,67.0,67.0,,,66.0,,2021-05-05,67.0,66.0,,,,66.0,66.0,65.0,NBA,66.0,,65.0,67.0,67.0,66.0,66.0,,,,,67.0,,67.0,,66.0,66.0,,66.0,,66.0,,66.0,68.0,66.0,,Planned,,,,66.0,66.0,,,,67.0,,2,68,66,Planned
,,68.0,1.8571428571428568,,68.0,67.0,,,,67.0,,67.0,67.0,,,67.0,,2021-05-06,67.0,67.0,,,,67.0,66.0,66.0,NBA,67.0,,66.0,68.0,67.0,66.0,66.0,,,,,67.0,,67.0,,67.0,66.0,,66.0,,66.0,,66.0,68.0,66.0,,Planned,,,,67.0,66.0,,,,68.0,,1,68,67,Planned
,,68.0,1.7142857142857142,,68.0,67.0,,,,68.0,,67.0,68.0,,,68.0,,2021-05-07,68.0,67.0,,,,67.0,67.0,66.0,NBA,67.0,,67.0,68.0,68.0,67.0,67.0,,,,,68.0,,68.0,,67.0,67.0,,67.0,,67.0,,67.0,69.0,67.0,,Planned,,,,67.0,67.0,,,,68.0,,2,69,67,Planned
,,68.0,1.5714285714285714,,68.0,68.0,,,,68.0,,67.0,68.0,,,68.0,,2021-05-08,69.0,68.0,,,,68.0,68.0,67.0,NBA,67.0,,67.0,69.0,68.0,67.0,67.0,,,,,68.0,,68.0,,68.0,67.0,,68.0,,67.0,,68.0,69.0,68.0,,Planned,,,,68.0,68.0,,,,69.0,,1,69,68,Planned
,,68.0,1.5714285714285714,,69.0,68.0,,,,69.0,,68.0,69.0,,,69.0,,2021-05-09,69.0,69.0,,,,68.0,68.0,67.0,NBA,68.0,,68.0,69.0,69.0,67.0,68.0,,,,,69.0,,69.0,,69.0,68.0,,68.0,,68.0,,68.0,70.0,68.0,,Planned,,,,68.0,68.0,,,,69.0,,2,70,68,Planned
,,69.0,1.4285714285714286,,69.0,68.0,,,,69.0,,68.0,70.0,,,69.0,,2021-05-10,69.0,69.0,,,,69.0,69.0,68.0,NBA,68.0,,68.0,70.0,69.0,68.0,68.0,,,,,70.0,,69.0,,69.0,68.0,,68.0,,68.0,,69.0,70.0,69.0,,Planned,,,,68.0,69.0,,,,70.0,,1,70,69,Planned
,,69.0,1.5714285714285714,,69.0,69.0,,,,69.0,,69.0,70.0,,,70.0,,2021-05-11,69.0,70.0,,,,70.0,69.0,69.0,NBA,69.0,,69.0,71.0,69.0,69.0,69.0,,,,,70.0,,70.0,,70.0,69.0,,69.0,,69.0,,69.0,71.0,69.0,,Planned,,,,69.0,69.0,,,,70.0,,2,71,69,Planned
